orderNo,contact,serviceList,partList,status,createdOn,vertical,totalAmount,subTotal,discount,approved,Final Status
21382,4929,|Battery Jump Start|Mechanical Diagnosis,,CANCELLED, Aug,DIAGNOSIS,750,1150,400,T,cancelled
21383,1980,|Premium Car Wash,,CANCELLED, Aug,CAR_SPA,750,1600,0,T,cancelled
21384,1980,|Scanning & Error Resolution,,CANCELLED, Aug,PREVENTIVE,500,500,0,T,cancelled
21385,4540,|Parts Delivery,|Unbranded China - Wiper Blade 14/24|Unbranded China - Wiper Blade 16/24,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,0,0,0,T,completed
21386,1980,|Premium Car Wash,,ORDER_COMPLETED, Aug,CAR_SPA,750,1600,0,T,completed
21387,4031,|Parts Delivery,|Unbranded China -Lower Grille Vigo 4x2,CANCELLED, Aug,PARTS_LOGISTICS,2850,2850,0,F,cancelled
21389,4930,|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,750,2000,0,T,completed
21392,4899,|Throttle Body Service|Catalytic Cleaning,,ORDER_COMPLETED, Aug,PREVENTIVE,1500,2250,0,T,completed
21393,4782,|Rework,,ORDER_COMPLETED, Aug,REWORK,0,1,1,T,completed
21395,4909,|Parts Delivery,|Delo - Oil & Additives - Engine Oil Gold Ultra 15w-40 4 Litre|Havoline - Oil & Addtives (Caltex) - Delo Multi Silver 20w-50 Engine Oil 4L|Delo - Oil & Additives - Engine Oil Gold Ultra 15W-40 1 Litre|Delo - Oil & Additives - Engine Oil Silver SAE 40 4 Litre|Delo - Oil & Additives - Engine Oil Silver 20W-50 1 Litre|Shell- Oil & Additives - Engine Oil Advance AX3 20W-50 0.7L|Shell - Engine Oil 20w-50 | 3 Litre | Hx3|Shell - Engine Oil Shell 20W-50 | 4 Litre | Hx3|Shell - Engine Oil 10w-40 | 3 Litre | HX6|Shell - Engine Oil 10W-40 | 4 Litre | HX6|Havoline - Oil & Addtives (Caltex) - Engine Oil 4T 0.7 Litre|Havoline - Oil & Addtives (Caltex) - Engine Oil 20W-50 1 Litre|Havoline - Oil & Addtives (Caltex) - Engine Oil 20W-50 3 Litre |Havoline - Oil & Addtives (Caltex) - Engine Oil 20W-50 4 Litre|Havoline - Oil & Addtives (Caltex) - Engine Oil 10W-30 3 Litre|Havoline - Oil & Addtives (Caltex) - Engine Oil 10W-30 4 Litre,CANCELLED, Aug,PARTS_LOGISTICS,206260,206260,0,F,cancelled
21396,4909,|Parts Delivery,|Toyota Genuine - Engine Oil Petron 20w-50 4 Litre |Toyota Genuine - Engine Oil Petron Plus 10w-30 4 Litre |Castrol - GTX Engine Oil 20w-50 1 litre|Castrol - GTX Engine Oil 20w-50 3 litre|Castrol - GTX Engine Oil 20w-50 4 litre,CANCELLED, Aug,PARTS_LOGISTICS,58560,58560,0,F,cancelled
21397,4931,|Intercleaning,,CANCELLED, Aug,CAR_SPA,3000,4000,0,T,cancelled
21398,4932,|Complete Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,1000,1500,500,T,completed
21399,3508,|Parts Delivery,|Unbranded Local - Engine Shield Sportage 2019-2022,CANCELLED, Aug,PARTS_LOGISTICS,8750,8750,0,F,cancelled
21401,4933,|Parts Delivery,|Kabuli Used Genuine - Fuel Tank Lid Mira 2011-2017,CANCELLED, Aug,PARTS_LOGISTICS,6850,6850,0,F,cancelled
21402,22,|Parts Delivery,|Kabuli Used Genuine - Brake Master Cylinder Crown |Ct Taiwan - Gasket - Tappet Cover Packing 2JZ|Unbranded China - Cock Sheet For Oil Chamber Seal (17 Inch Width & 40 Inch Length),PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,7750,7750,0,T,completed
21403,2443,|Brake Service - 4 Tyre|Catalytic Cleaning|Premium Car Wash |Maintece & Tuning,|Havoline - Oil & Addtives (Caltex) - Engine Oil 10W-30 3 Litre,CANCELLED, Aug,PREVENTIVE,8650,11100,0,T,cancelled
21404,4934,|Parts Delivery,|Unbranded China - Headlight Set Carrier,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,17250,17250,0,T,completed
21405,4935,|Maintece & Tuning,,CANCELLED, Aug,PREVENTIVE,750,2000,0,T,cancelled
21406,4406,|Parts Delivery,|Kabuli Used Genuine -Rear Differential Complete BR-V |Kabuli Used Genuine - Brake Drum + Tube BR-V,CANCELLED, Aug,PARTS_LOGISTICS,66250,66250,0,F,cancelled
21407,4406,|Parts Delivery,,CANCELLED, Aug,PARTS_LOGISTICS,250,250,0,F,cancelled
21408,120,|Parts Delivery,|Unbranded - Paint Invoice # 061|Unbranded - Paint Invoice # 062,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,22968,22968,0,T,completed
21409,2443,|Catalytic Cleaning|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,1500,3500,0,T,completed
21410,4832,|Parts Delivery,|Castrol - GTX Engine Oil 20w-50 3 litre|Castrol - GTX Engine Oil 20w-50 1 litre,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,16330,16330,0,T,completed
21411,4936,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Aug,PREVENTIVE,1500,3500,0,T,completed
21412,59,|Parts Delivery,|WD-40 - Others Lubrication & Hydraulics 330ml,CANCELLED, Aug,PARTS_LOGISTICS,8290,8290,0,F,cancelled
21413,1472,|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,750,2000,0,T,completed
21414,402,|Parts Delivery,|Delo - Oil & Additives - Engine Oil Silver 20W-50 1 Litre,CANCELLED, Aug,PARTS_LOGISTICS,11398,11398,0,F,cancelled
21415,120,|Parts Delivery,|Unbranded - SS Lahore Paint Invoice 9223,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,24700,24700,0,T,completed
21416,3509,|Parts Delivery,|Kabuli Used Genuine - Engine Wiring Corolla Xli 2002-2008,CANCELLED, Aug,PARTS_LOGISTICS,14250,14250,0,F,cancelled
21417,4736,|Premium Car Wash,,ORDER_COMPLETED, Aug,CAR_SPA,750,1600,0,T,completed
21418,3178,|Mechanical Diagnosis|Electrical Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,800,800,0,T,completed
21419,4937,|Maintece & Tuning,|Guard - Oil Filter Suzuki|Guard - Air Filter Cultus Efi 2008-2017|Shell - Engine Oil Shell 20W-50 | 4 Litre | Hx3,CANCELLED, Aug,PREVENTIVE,4919,6169,0,T,cancelled
21420,4930,|Oil Change (Basic Maintece),|MG Genuine - Oil Filter MG HS |MG Genuine - Air Filter MG HS |MG Genuine - Cabin Filter MG HS |Havoline - Oil & Addtives (Caltex) - Engine Oil 10W-30 4 Litre,CANCELLED, Aug,PREVENTIVE,15215,15215,0,F,cancelled
21422,1052,|Maintece & Tuning|Fuel Pump Replacement|Electrical Diagnosis,|Kabuli Used Genuine - Fuel Pump Liana|Kabuli Used Genuine - Scanner Grip |Kabuli Used Genuine - Current Coil Wire Liana,CANCELLED, Aug,DIAGNOSIS,9850,11100,0,F,cancelled
21423,1201,|Maintece & Tuning|Long Distance Surcharge,,CANCELLED, Aug,PREVENTIVE,1250,2500,0,T,cancelled
21424,2695,|Premium Car Wash,,ORDER_COMPLETED, Aug,CAR_SPA,750,2000,0,T,completed
21425,4938,|Maintece & Tuning|Brake Service - 4 Tyre,,ORDER_COMPLETED, Aug,PREVENTIVE,2250,4000,500,T,completed
21426,4921,|Wheel Bearing Replacement - 4 Wheels|Complete Engine Care|Thermostat Valve Installation|Radiator Service|Wheel Alignment|Brake Service - 4 Tyre|Disc Turning (2 Wheels)|Windscreen Molding Replacement|ABS Diagnosis,|Nasa - Lubrication - Coolant & Anti-Freeze 1 Litre|Leppon - Filters - Cabin Filter Swift 2008-21|Leppon - Air Filter Swift Pakistani 2008-2021|Leppon - Oil Filter Swift pakistani 2008-2021|Suzuki Genuine - Front Windscreen Moulding 3PC Set Swift 2008-2021|NTN Bearing - Rear Wheel Bearing Swift |NTN Bearing - Front Wheel Bearing Swift|Kabuli Used Genuine - Thermostat Valve Swift |Toyota Genuine - Engine Oil Petron 20w-50 4 Litre,CANCELLED, Aug,DIAGNOSIS,45879,45879,0,F,cancelled
21427,4939,|Emergency Response Service,,CANCELLED, Aug,EMERGENCY,750,750,0,T,cancelled
21428,4940,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Aug,PREVENTIVE,1500,3500,0,T,completed
21429,4941,|Catalytic Cleaning,,ORDER_COMPLETED, Aug,PREVENTIVE,750,1500,0,T,completed
21430,988,|Premium Car Wash,,ORDER_COMPLETED, Aug,CAR_SPA,700,1600,50,T,completed
21431,988,|Premium Car Wash |Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,1500,3600,0,T,completed
21432,4932,|Suspension Replacement/Repair|Disc Turning (Front And Rear)|Wheel Alignment|Wheel Balancing|Door Handle Installation|Fender Shield Installation|Power Steering Pump Replacement/repair|Gear Lever Bush Replacement|Intercleaning|Roof Repair|Door Panel Dismantling/Replacement|Door Pins Dismantling/Reassembly|Wheel Bearing Replacement - 2 Wheels|Bonnet Latch Replacement/Repair,|Mk - Front Brake Pad Baleno 1998-2005|Mk - Rear Brake Shoe Baleno|Kabuli Used Genuine - Front Door Qabza Baleno|Unbranded Local - Fender Lining Baleno|Unbranded China - Door Outer Handle Front Lh Baleno|KOYO - Front Wheel Bearing Baleno 1998-2005,CANCELLED, Aug,NON_PREVENTIVE,61922,61922,0,F,cancelled
21433,4942,|Maintece & Tuning|Premium Car Wash |Catalytic Cleaning,,ORDER_COMPLETED, Aug,PREVENTIVE,2250,5100,0,T,completed
21434,2159,|Scanning & Error Resolution,,CANCELLED, Aug,PREVENTIVE,500,500,0,T,cancelled
21435,2159,|Mechanical Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,400,400,0,T,completed
21436,4943,|Premium Car Wash,,ORDER_COMPLETED, Aug,CAR_SPA,750,1600,0,T,completed
21437,4943,|Premium Car Wash,,ORDER_COMPLETED, Aug,CAR_SPA,750,1200,0,T,completed
21438,4944,|Parts Delivery,|Kabuli Used Genuine - Front left Door Rush 2019,CANCELLED, Aug,PARTS_LOGISTICS,250,250,0,F,cancelled
21439,593,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Aug,PREVENTIVE,1500,3500,0,T,completed
21441,4945,|Parts Delivery,|Unbranded Local - Front Wind Screen Rubber Margalla|Unbranded Local - Rear Wind Screen Rubber Margalla|Unbranded China - Silicon 300ml|Unbranded Local - Door Outer handle Margalla,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,2210,2210,0,T,completed
21442,3852,|Maintece & Tuning|Battery Jump Start,,CANCELLED, Aug,PREVENTIVE,1000,2750,500,T,cancelled
21443,2567,|Maintece & Tuning,,CANCELLED, Aug,PREVENTIVE,750,2000,0,T,cancelled
21444,4411,|Parts Delivery,|Unbranded China - Fender Shield Set Triborn,CANCEL_ON_QUOTATION, Aug,PARTS_LOGISTICS,30250,30250,0,F,cancelled
21445,4713,|Parts Delivery,|SKI Taiwan - Body Parts - Front Bumper Cultus |SKI Taiwan - Body Parts - Rear Bumper Cultus |SKI Taiwan - Body Parts - Front Bumper Alto VXR|SKI Taiwan - Body Parts - Rear Bumper Alto VXR|SKI Taiwan - Body Parts - Rear Bumper Mehran|Unbranded China - Front Bumper Khyber |Unbranded China - Rear Bumper Khyber |SKI Taiwan - Body Parts - Front Bumper khyber|SKI Taiwan - Body Parts - Rear Bumper Khyber|Unbranded Local - Front Bumper Cultus 2007-2017|Unbranded Local - Rear Bumper Cultus 2007 - 2017,CANCELLED, Aug,PARTS_LOGISTICS,17355,17355,0,F,cancelled
21447,1913,|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,750,2000,0,T,completed
21448,1913,|Premium Car Wash |Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,1500,3600,0,T,completed
21450,488,|Electrical Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,400,400,0,T,completed
21451,3174,|Parts Delivery,|Kabuli Used Genuine - Generator Cuore,CANCEL_ON_QUOTATION, Aug,PARTS_LOGISTICS,5050,5050,0,F,cancelled
21452,4945,|Parts Delivery,|Unbranded Local - Door Outer handle Margalla,CANCEL_ON_QUOTATION, Aug,PARTS_LOGISTICS,430,430,0,F,cancelled
21455,4947,|Mechanical Diagnosis,,CANCELLED, Aug,DIAGNOSIS,400,400,0,T,cancelled
21456,2529,|Maintece & Tuning|Catalytic Cleaning,,ORDER_COMPLETED, Aug,PREVENTIVE,1200,3500,300,T,completed
21457,4713,|Parts Delivery,|SKI Taiwan - Body Parts - Front Bumper Alto VXR|SKI Taiwan - Body Parts - Rear Bumper Alto VXR|Unbranded Local - Front Bumper Alto Pakistani (OLD)|Unbranded Local - Front Bumper Alto 2018 - 2022|SKI Taiwan - Body Parts - Front Bumper Mehran|SKI Taiwan - Body Parts -Rear Bumper Mehran |Unbranded Local - Rear Bumper Mehran|Unbranded Local - Front Bumper Mehran|Unbranded China - Front Bumper Khyber |Unbranded China - Rear Bumper Khyber |SKI Taiwan - Body Parts - Front Bumper khyber|SKI Taiwan - Body Parts - Rear Bumper Khyber|SKI Taiwan - Body Parts - Front Bumper Cultus |SKI Taiwan - Body Parts - Rear Bumper Cultus |Unbranded Local - Rear Bumper Cultus 2007 - 2017|Unbranded Local - Front Bumper Cultus 2007-2017,CANCELLED, Aug,PARTS_LOGISTICS,23980,23980,0,F,cancelled
21458,4948,|Premium Car Wash,,ORDER_COMPLETED, Aug,CAR_SPA,750,1200,0,T,completed
21459,4949,|Parts Delivery,|Shell - Engine Oil 20w-50 | 3 Litre | Hx3|Shell - Engine Oil Shell 20W-50 | 4 Litre | Hx3|Toyota Genuine - Engine Oil Petron 20W-50 3 Litre |Toyota Genuine - Engine Oil Petron 20w-50 4 Litre |Toyota Genuine - Engine Oil Petron Plus 10W-30 3 Litre|Toyota Genuine - Engine Oil Petron Plus 10w-30 4 Litre |Shell- Oil & Additives - Engine Oil Advance AX3 20W-50 0.7L|Shell- Oil & Additives - Engine Oil Advance 20W-50 1Litre | AX3|Havoline - Oil & Addtives (Caltex) - Engine Oil 20W-50 4 Litre|Havoline - Oil & Addtives (Caltex) - Engine Oil 20W-50 3 Litre,CANCELLED, Aug,PARTS_LOGISTICS,33046,33046,0,T,cancelled
21460,120,|Parts Delivery,|Kabuli Used Genuine - Engine Assembly With Gear Assembly With Exchange Belta 1.0 CC|Kabuli Used Genuine - Catalytic Converter Belta 1.0 CC|Toyota Genuine - Automatic Gear Oil TC-CVTF 4 Litre|Kabuli Used Genuine - Current Coil Belta,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,195800,195800,0,T,completed
21461,4950,|Oil Change (Basic Maintece),|Havoline - Oil & Addtives (Caltex) - Engine Oil 10W-40 4 Litre |Leppon - Oil Filter c110 YzzA6|Leppon - Air Filter Vitz 2011-2016,CANCELLED, Aug,PREVENTIVE,6726,6726,0,F,cancelled
21462,813,|Parts Delivery,|Honda Genuine - Air Filter city 09-21|Mk -Front Brake Pad city 09-21,CANCELLED, Aug,PARTS_LOGISTICS,4610,4610,0,T,cancelled
21466,3842,|Electric Work|AC Compressor Replacement|Basic Car Wash,|Kabuli Used Genuine - Compressor|Kabuli Used Genuine - Condenser,ORDER_COMPLETED, Aug,NON_PREVENTIVE,19000,20450,1450,T,completed
21467,3178,|Generator Dynamo Repair/Replacement|Complete Engine Care|Electric Work,|Kabuli Used Genuine - Generator Assembly|Unbranded Japan - Main Wire 1 Feet,CANCELLED, Aug,NON_PREVENTIVE,16090,16090,0,F,cancelled
21468,396,|Carburetor Rebuild|Silencer (Dholki) Repair|Suspension Replacement/Repair|Radiator Service|Coolant Top Up|Maintece & Tuning|Brake Service - 4 Tyre|Distributor Repair,|Nasa - Lubrication - Coolant & Anti-Freeze 1 Litre|Mk - Front Brake Pad Cultus 2000-17,CANCELLED, Aug,NON_PREVENTIVE,28460,28460,0,T,cancelled
21470,3615,|Parts Delivery,|Kabuli Used Genuine - Bonnet Altis 2010|Kabuli Used Genuine - Bonnet hinges Altis 2010|Kabuli Used Genuine - Fender Set Altis 2010|Kabuli Used Genuine - Front Nose Kit Corolla Altis 2010,CANCELLED, Aug,PARTS_LOGISTICS,143000,143000,0,F,cancelled
21471,3835,|Parts Delivery,,CANCELLED, Aug,PARTS_LOGISTICS,250,250,0,F,cancelled
21472,94,|Side Mirror Replacement,|Kabuli Used Genuine - Side Mirrors RHS with out RETRACT Alto Pakistani,PARTS_COST_INPUT_DONE, Aug,NON_PREVENTIVE,6000,6000,0,T,completed
21473,4951,|Headlight Assembly Installation,|Kabuli Used Genuine - Indicator Assembly Alto VXR,CANCELLED, Aug,NON_PREVENTIVE,3750,3750,0,F,cancelled
21474,4928,|Brake Replacement - 4 Tyre|Disc Turning (Front And Rear)|Belt Replacement|Complete Engine Care,|Mk -Front Brake Pad city 09-21|Mk - Brake Parts - Rear Brake Shoe City 2009-2015|Bando Japan - Belt - Fan Belt City 2009-2021,CANCELLED, Aug,NON_PREVENTIVE,16360,16360,0,F,cancelled
21475,4952,|Parts Delivery,,CANCELLED, Aug,PARTS_LOGISTICS,250,250,0,F,cancelled
21476,3148,|Parts Delivery,|Kabuli Used Genuine - Trunk Mira 2009,CANCEL_ON_QUOTATION, Aug,PARTS_LOGISTICS,16500,16500,0,F,cancelled
21479,4888,|Maintece & Tuning|Catalytic Cleaning|Scanning & Error Resolution,,ORDER_COMPLETED, Aug,PREVENTIVE,1900,4000,100,T,completed
21480,3167,|Parts Delivery,|Kabuli Used Genuine - Master window panel Civic Rebirth,CANCELLED, Aug,PARTS_LOGISTICS,6050,6050,0,F,cancelled
21481,4713,|Parts Delivery,|Unbranded China - Front Bumper Alto VXR 2000-2012|Unbranded China - Rear Bumper Alto VXR,CANCELLED, Aug,PARTS_LOGISTICS,3910,3910,0,T,cancelled
21482,488,|Electric Work,|Kabuli Used Genuine - Headlight HID Blaster Dayz,CANCELLED, Aug,NON_PREVENTIVE,7500,7500,0,T,cancelled
21485,4953,|Fender Shield Installation,|Unbranded China - Fender Shield RH Corolla 2014-21|Unbranded China - Fender Shield LH Corolla 2014-21,ORDER_COMPLETED, Aug,NON_PREVENTIVE,1820,1820,0,T,completed
21487,4579,|Parts Delivery,|Ngk - Sparkplugs - Spark Plug Bkr6e |Ngk - Sparkplugs Bkr6EGP,CANCELLED, Aug,PARTS_LOGISTICS,1160,1160,0,F,cancelled
21488,3509,|Parts Delivery,|Nasa - Carburetor Spray 300ml|Nasa - Lubrication - Carburetor Spray 650ml|Nasa - Lubrication - Brake Fluid 355ML|Warco - Oil & Additives - Power Steering Oil ATF 1 Litre |VEGA- DX - Grease,CANCELLED, Aug,PARTS_LOGISTICS,1725,1725,0,F,cancelled
21489,4954,|Catalytic Cleaning|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,1500,3500,0,T,completed
21490,4713,|Parts Delivery,|FPI Thailand - Front Bumper Corolla 2008-2012|Unbranded China -Rear Bumper Corolla,CANCELLED, Aug,PARTS_LOGISTICS,13100,13100,0,F,cancelled
21491,2310,|Maintece & Tuning,|Zic - Oil & Additives - Engine Oil 10W-40 4 Litre X7|Leppon - Oil Filter 90915-yzzE1 c932,CANCELLED, Aug,PREVENTIVE,7779,9029,0,F,cancelled
21492,4955,|Brake Service - 2 Tyre,,CANCELLED, Aug,PREVENTIVE,750,1000,0,T,cancelled
21493,3615,|Parts Delivery,|Kabuli Used Genuine - Brake Booster Big Corolla|Kabuli Used Genuine - Brake Booster Small Corolla,CANCELLED, Aug,PARTS_LOGISTICS,7250,7250,0,F,cancelled
21495,4941,|Catalytic Cleaning,,CANCELLED, Aug,PREVENTIVE,750,1500,0,T,cancelled
21496,4956,|Complete Engine Care,,CANCELLED, Aug,PREVENTIVE,5000,5000,0,T,cancelled
21497,801,|Axle Boots Replacement,|Unbranded China - Axle Boot Corolla 2008-2014,CANCELLED, Aug,NON_PREVENTIVE,6020,6020,0,F,cancelled
21498,796,|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,750,2000,0,T,completed
21499,796,|Maintece & Tuning,,CANCELLED, Aug,PREVENTIVE,750,2000,0,T,cancelled
21500,4957,|Maintece & Tuning|Premium Car Wash,,CANCELLED, Aug,PREVENTIVE,1500,3200,0,T,cancelled
21501,4958,|Maintece & Tuning,|Shell - Engine Oil 05w-30 | 4 Litre | HX7|Leppon - Filters - Oil Filter Proton Saga 2021|Max - Filters - Air Filter Proton Saga 2021,CANCELLED, Aug,PREVENTIVE,8270,9520,0,F,cancelled
21502,1163,|Mechanical Diagnosis|Scanning & Error Resolution|Electrical Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,1000,1300,300,T,completed
21503,3520,|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,750,2000,0,T,completed
21504,3575,|Mechanical Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,400,400,0,T,completed
21505,4959,|Premium Car Wash,,ORDER_COMPLETED, Aug,CAR_SPA,750,1200,0,T,completed
21506,377,|Battery Jump Start,|GS YUASA - Japanese Battery - Battery 20hr 45Ah 295A,ORDER_COMPLETED, Aug,EMERGENCY,22250,22250,0,T,completed
21507,4910,|Parts Delivery,|Landmark - Air Filter Cultus |Landmark - Oil Filter Cultus,CANCEL_ON_QUOTATION, Aug,PARTS_LOGISTICS,660,660,0,F,cancelled
21508,1268,|Electrical Diagnosis,,CANCELLED, Aug,DIAGNOSIS,400,400,0,T,cancelled
21509,4313,|Parts Delivery,|Shell - Engine Oil 20w-50 | 3 Litre | Hx3|Shell - Engine Oil Shell 20W-50 | 4 Litre | Hx3,CANCELLED, Aug,PARTS_LOGISTICS,11170,11170,0,T,cancelled
21510,3743,|Parts Delivery,|NTN Bearing - Timing Bearing Ravi 2014|Nachi - Bearing - Front Wheel Bearing Ravi |Nachi - Rear Wheel Bearing Cone Ravi |Suzuki Genuine - Center Bush Ravi |OEM Geniune - Handbrake Cable Ravi,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,8550,8550,0,T,completed
21511,1180,|Parts Delivery,|Shell - Engine Oil 20w-50 | 3 Litre | Hx3|Leppon - Filters - Oil Filter Cultus Old,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,2840,2840,0,T,completed
21512,4411,|Parts Delivery,|Unbranded China - Engine Shield Set Triborn,CANCELLED, Aug,PARTS_LOGISTICS,16750,16750,0,T,cancelled
21513,2775,|Parts Delivery,|Kabuli Used Genuine - Front Bumper Fit 2012,CANCELLED, Aug,PARTS_LOGISTICS,19300,19300,0,F,cancelled
21515,3919,|Parts Delivery,|Kabuli Used Genuine - Front Bumper Rush,CANCELLED, Aug,PARTS_LOGISTICS,250,250,0,F,cancelled
21516,924,|Parts Delivery,|Kabuli Used Genuine - Auto Gearbox City 1998-2003,CANCELLED, Aug,PARTS_LOGISTICS,40800,40800,0,F,cancelled
21517,796,|Maintece & Tuning,,CANCELLED, Aug,PREVENTIVE,1200,2000,0,T,cancelled
21518,3288,|Parts Delivery,|Kabuli Used Genuine - Headlight LH Passo 2010-2015,CANCELLED, Aug,PARTS_LOGISTICS,12250,12250,0,F,cancelled
21519,804,|Mechanical Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,400,400,0,T,completed
21520,796,|Maintece & Tuning,,ORDER_COMPLETED, Aug,PREVENTIVE,750,2000,450,T,completed
21521,306,|Maintece & Tuning,|Leppon - Oil Filter Honda|Toyota Genuine - Engine Oil Petron 20w-50 4 Litre,CANCELLED, Aug,PREVENTIVE,5205,6455,0,T,cancelled
21522,4960,|Premium Car Wash |Brake Service - 2 Tyre,,CANCELLED, Aug,PREVENTIVE,1500,2200,0,T,cancelled
21523,4411,|Parts Delivery,|Unbranded Local - Fender Shield Set Swift,CANCEL_ON_QUOTATION, Aug,PARTS_LOGISTICS,1600,1600,0,F,cancelled
21524,1472,|Rework Diagnosis,,ORDER_COMPLETED, Aug,REWORK,0,1,1,T,completed
21525,1197,|Maintece & Tuning,,CANCELLED, Aug,PREVENTIVE,750,2000,0,T,cancelled
21526,3575,|Power Steering Motor Replacement |Power Steering Rack Repair,|Kabuli Used Genuine - Power Steering Pump Reborn|Honda - Genuine - Steering Rack Seal Kit Reborn,CANCELLED, Aug,NON_PREVENTIVE,34800,34800,0,F,cancelled
21527,2735,|Parts Delivery,|Kabuli Used Genuine - Steering Rack Cultus EFI,CANCELLED, Aug,PARTS_LOGISTICS,5550,5550,0,F,cancelled
21528,3951,|Parts Delivery,|Kabuli Used Genuine - Front Bumper Mira 2011-2017|Kabuli Used Genuine - Rear Bumper Mira 2011-2017|Unbranded China - Front Bumper Spacer Mira 2011-2017|Kabuli Used Genuine - Rear Bumper Spacer Mira 2011-2017,CANCELLED, Aug,PARTS_LOGISTICS,35250,35250,0,F,cancelled
21529,120,|Parts Delivery,|Suzuki Genuine - Rear Door Hinges 8PC Set Bolan |Unbranded Local - Door Outer Handle Chamber|Suzuki Genuine - Engine Wiring Complete Set Bolan Old |Unbranded China - Mudflap Complete Set With Strips & Bracket Bolan |MALTA - Taillight 2PC Set Bolan Old |MALTA - Front Bumper Light 2PC Set Bolan Old|Unbranded Local - Trunk Moulding Bolan |Unbranded China - Trunk Garnish Bolan|Unbranded China - Trunk Lock Bolan|Toyota Genuine - Coolant & Anti-Freeze 4Litre|Mk - Brake Parts - Front Brake Pad Belta|Kabuli Used Genuine - Control Arm Set Belta |Unbranded Thailand - Linker Set Belta|Leppon - Filters - Cabin Filter Belta |Aisin - Clutch & Pressure - Clutch & Pressure Plate Set Corolla 2008-2021 1.3|Nachi - Bearing - Clutch Bearing Corolla 2008-2014|Warco - Manual Gear Oil |Mk - Front Brake Pad corolla 2008-2021|NOK Japan - Main Engine Seal Corolla 2008-2014 1.3|Nisto Thailand - Rear Gear Foundation Refill Corolla 2008-2014|Unbranded Thailand - D-Bush Corolla 2008-2014|555 - Japan - Tie Rod Rack End 4PC Set Corolla 2008-2014|Nisto Thailand - Linker Set Corolla 2008-2014|Unbranded Local - Front Wind Screen Tempered Bolan Old|Unbranded China - Trunk Hockey Bolan |XYG - Windscreen - Front Wind Screen Civic 1996-2000,PARTS_COST_INPUT_DONE, Aug,PARTS_LOGISTICS,101559,101559,0,T,completed
21530,2378,|Basic Car Wash,,CANCELLED, Aug,CAR_SPA,800,800,0,F,cancelled
21531,3444,|Parts Delivery,|Unbranded China - Ignition Coil X-PV,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,5600,5600,0,T,completed
21532,920,|Mechanical Diagnosis,,ORDER_COMPLETED, Aug,DIAGNOSIS,0,400,400,T,completed
21533,3148,|Parts Delivery,|Kabuli Used Genuine - Center AC Panel Premio 2007-2021,CANCELLED, Aug,PARTS_LOGISTICS,12550,12550,0,F,cancelled
21534,3148,|Parts Delivery,|Kabuli Used Genuine - Master window panel Civic Rebirth|BGF Taiwan - Clutch Master Cylinder Civic Rebirth,CANCELLED, Aug,PARTS_LOGISTICS,12550,12550,0,F,cancelled
21535,4961,|Emergency Response Service,,CANCELLED, Aug,EMERGENCY,750,750,0,T,cancelled
21536,4942,|Rework Diagnosis,,ORDER_COMPLETED, Aug,REWORK,0,1,1,T,completed
21537,94,|Parts Delivery,|Unbranded China - Taillight RHS Karvaan 2018-2022|Unbranded China - RHS Rear Fender Glass Karvaan 2018-2022,ORDER_COMPLETED, Aug,PARTS_LOGISTICS,8775,8775,0,T,completed
21539,920,|Complete Axle Repair |Transmission Oil Change,|Warco - Manual Gear Oil |Kabuli Used Genuine - Axle Assembly Inner & Outer LH Mehran,PARTS_COST_INPUT_DONE, Aug,NON_PREVENTIVE,6300,6300,0,T,completed
